items.id,items.label,items.authors,items.journal,items.country,items.year,items.date,items.month,items.url
17168,Human recombinant cementum attachment protein (hrPTPLa/CAP) promotes hydroxyapatite crystal formation in vitro and bone healing in vivo,"Montoya, G., Arenas, J., Romo, E., Zeichner-David, M., Alvarez, M., Narayanan, A.S., Velazquez, U., Mercado, G., Arzate, H. ",Bone,Reino Unido,2014,dic-14,dic-14,http://www.sciencedirect.com/science/article/pii/S8756328214003457
17083,Director reorientation in a nematic liquid crystal with a photosensitive layer,"Palomares, L.O., Reyes, J.A., Janossy, I. ","Physical Review E: Statistical, Nonlinear, and Soft Matter Physics",Estados Unidos de América,2014,dic-14,dic-14,http://journals.aps.org/pre/abstract/10.1103/PhysRevE.90.062503
17195,Two dimensional kicked quantum Ising model: dynamical phase transitions,"Pineda, C., Prosen, T., Villasenor, E.",New Journal of Physics,Reino Unido,2014,dic-14,dic-14,http://iopscience.iop.org/1367-2630/16/12/123044
16888,Measurement of radiation exposure in relatives of thyroid cancer patients treated with I- 131 ,"Ramirez-Garzon, YT., Avila, O., Medina, LA., Gamboa-deBuen, I., Rodriguez-Laguna, A., Buenfil, AE., Ruiz-Trejo, C., Estrada, E., Brandan, ME. ",Health Physics,Estados Unidos de América,2014,dic-14,dic-14,http://ovidsp.tx.ovid.com/sp-3.13.1a/ovidweb.cgi?&S=LDJIFPGEDBDDDINCNCLKDBLBKAOFAA00&Link+Set=S.sh.22.24.25.29.32%7c6%7csl_10
17239,A Theoretical Study of the Interaction of Hydrogen and Oxygen with Palladium or Gold Adsorbed on Pyridine-Like Nitrogen-Doped Graphene,"Rangel, E., Magana, L.F., Sansores, L.E. ",CHEMPHYSCHEM,Alemania,2014,dic-14,dic-14,http://onlinelibrary.wiley.com/doi/10.1002/cphc.201402532/abstract
17212,Synchronization and collective motion of globally coupled Brownian particles,"Sevilla, F.J., Dossetti, V., Heiblum-Robles, A. ",Journal of Statistical Mechanics: Theory and Experiment,Reino Unido,2014,dic-14,dic-14,http://iopscience.iop.org/1742-5468/2014/12/P12025/
17137,Synthesis of nanosized carbonated apatite by a modified Pechini method: hydroxyapatite nucleation from a polymeric matrix,"Vargas-Becerril, N., Tellez-Jurado, L., Reyes-Gasga, J., Alvarez-Perez, M.A., Rodriguez-Lorenzo, L.M. ",Journal Sol-Gel Science and Technology ,Estados Unidos de América,2014,dic-14,dic-14,http://link.springer.com/article/10.1007%2Fs10971-014-3478-2
17145,Beauty production in pp collisions at root s=2.76 TeV measured via semi-electronic decays,ALICE Collaboration,Physics Letters B,Estados Unidos de América,2014,nov-14,nov-14,http://www.sciencedirect.com/science/article/pii/S0370269314006765
17369,Measurement of visible cross sections in proton-lead collisions at root s(NN)=5.02 TeV in van der Meer scans with the ALICE detector,ALICE Collaboration,Journal of Instrumentation,Estados Unidos de América,2014,nov-14,nov-14,http://iopscience.iop.org/1748-0221/9/11/P11003/
17368,Multiparticle azimuthal correlations in p-Pb and Pb-Pb collisions at the CERN Large Hadron Collider,ALICE Collaboration,Physical Review C,Estados Unidos de América,2014,nov-14,nov-14,http://journals.aps.org/prc/abstract/10.1103/PhysRevC.90.054901
17146,Suppression of Upsilon(1S) at forward rapidity in Pb-Pb collisions at root s(NN)=2.76 TeV,ALICE Collaboration,Physics Letters B,Estados Unidos de América,2014,nov-14,nov-14,http://www.sciencedirect.com/science/article/pii/S0370269314007242
16680,On Time and Space Double-Slit Experiments,"Bauer, M.",American Journal of Physics,Estados Unidos de América,2014,nov-14,nov-14,http://scitation.aip.org/content/aapt/journal/ajp/82/11/10.1119/1.4891193
17348,Representation of quantum field theory in an extended spin space and fermion mass hierarchy,"Besprosvany, J., Romero, R.",International Journal of Modern Physics A,Estados Unidos de América,2014,nov-14,nov-14,http://www.worldscientific.com/doi/abs/10.1142/S0217751X14501449
17208,Energetic cooling below the BEC transition: a quantum kinetic description within the Bogoliubov approximation,"Camacho-Guardian, A., Mendoza-Lopez, M., Romero-Rochin, V., Paredes, R.",Journal of Physics B: Atomic Molecular and Optical Physics,Reino Unido,2014,nov-14,nov-14,http://iopscience.iop.org/0953-4075/47/21/215304
17169,Biosynthesis of Silver Nanoparticles Using Chenopodium ambrosioides,"Carrillo-Lopez, L.M., Zavaleta-Mancera, H.A., Vilchis-Nestor, A., Soto-Hernandez, R.M., Arenas-Alatorre, J., Trejo-Tellez, LI., Gomez-Merino, F. ",Journal of Nanomaterials,Estados Unidos de América,2014,nov-14,nov-14,http://www.hindawi.com/journals/jnm/2014/951746/
17301,On the general properties of symmetric incomplete Airy beams,"Jauregui, R., Quinto-Su, P.A. ","Optical Society of America. Journal A: Optics, Image Science, and Vision",Estados Unidos de América,2014,nov-14,nov-14,http://www.opticsinfobase.org/josaa/abstract.cfm?URI=josaa-31-11-2484&origin=search
17367,Cavity approach for modeling and fitting polymer stretching,"Massucci, F.A., Castillo, I.P., Vicente, C.J.P. ","Physical Review E: Statistical, Nonlinear, and Soft Matter Physics",Estados Unidos de América,2014,nov-14,nov-14,http://journals.aps.org/pre/abstract/10.1103/PhysRevE.90.052708
17024,Visible and near infra-red luminescent emission from Y2O3:Er3+ films co-doped with Li+ and their elemental composition by ion beam analysis,"Meza-Rocha, A.N., Canto, C., Andrade, E., De Lucio, O., Huerta, E.F., Gonzalez, F., Rocha, M.F., Falcony, C.",Ceramics International,Reino Unido,2014,nov-14,nov-14,http://www.sciencedirect.com/science/article/pii/S0272884214009468
17071,Chiral and non-chiral p-wave superconducting states from correlated hopping interactions,"Millan, JS., Perez, LA., Wang, C. ",Physica Status Solidi B-Basic Solid State Physics,Estados Unidos de América,2014,nov-14,nov-14,http://onlinelibrary.wiley.com/doi/10.1002/pssb.201451107/abstract
17056,Filamentous virus decoration with gold nanoparticles: global fingerprints of bionanocomposites acquired with SERS,"Montalvan-Sorrosa, D., Gonzalez-Solis, J.L., Mas-Oliva, J., Castillo, R. ",The Royal Society of Chemistry Advances,Reino Unido,2014,nov-14,nov-14,http://pubs.rsc.org/en/Content/ArticleLanding/2014/RA/c4ra10656c#!divAbstract
17358,Second Law of Thermodynamics Formalism Applied to Finite Duration through Cycles of Living Dissipative Systems,"Montemayor-Aldrete,J.A., Ugalde-Vélez,P., Castillo-Mussot, M., Vázquez,J.G., Montemayor-Varela,E.F.",Advances in Aging Research,China,2014,nov-14,nov-14,http://www.scirp.org/journal/PaperInformation.aspx?paperID=51453#.VNJPQCwsD6p
17051,Radioactive contamination factor (RCF) obtained by comparing contaminant radioactivity (137Cs) with natural radioactivity (40K) in marine sediments taken up from Mexican sea waters,"Navarrete, M., Zuñiga, M.A., Espinosa, G., Golzarri, J.I.
",World Journal of Nuclear Science and Technology,Estados Unidos de América,2014,nov-14,nov-14,http://www.scirp.org/journal/PaperInformation.aspx?paperID=48333#.VNqmUSwsD6p
17408,Analytical expressions for z-scan with arbitrary phase change in thin nonlocal nonlinear media,"Ortega, A.B., Carrasco, M.L.A., Otero, M.M.M., Lara, E.R., Ramirez, E.V.G., Castillo, M.D.I. ",Optics Express,Estados Unidos de América,2014,nov-14,nov-14,http://www.opticsinfobase.org/oe/abstract.cfm?URI=oe-22-23-27932&origin=search
17365,Phase transitions in the condition number distribution of Gaussian random matrices,"Pérez Castillo, I., Katzav, E., Vivo, P.  
","Physical Review E: Statistical, Nonlinear, and Soft Matter Physics",Estados Unidos de América,2014,nov-14,nov-14,http://journals.aps.org/pre/pdf/10.1103/PhysRevE.90.050103
17189,"Spectral butterfly, mixed Dirac-Schrodinger fermion behavior, and topological states in armchair uniaxial strained graphene","Roman-Taboada, P., Naumis, G.G. ",Physical Review B,Estados Unidos de América,2014,nov-14,nov-14,http://journals.aps.org/prb/abstract/10.1103/PhysRevB.90.195435
17044,"Structural, vibrational, and electronic properties of an uncoordinated pseudoephedrine derivative and its mononuclear and trinuclear copper(II)-coordinated compounds: A combined theoretical and experimental study","Valencia, I., Avila-Torres, Y., Barba-Behrens, N., Garzon, IL.",Journal of Molecular Structure,Países Bajos,2014,nov-14,nov-14,http://www.sciencedirect.com/science/article/pii/S0022286014008394
17406,Event-by-event mean p(T) fluctuations in pp and Pb-Pb collisions at the LHC,ALICE Collaboration,European Physical Journal C,Estados Unidos de América,2014,oct-14,oct-14,http://link.springer.com/article/10.1140%2Fepjc%2Fs10052-014-3077-y
17147,Neutral pion production at midrapidity in pp and Pb-Pb collisions at root(NN)-N-S=2.76 TeV,ALICE Collaboration,European Physical Journal C,Estados Unidos de América,2014,oct-14,oct-14,http://link.springer.com/article/10.1140%2Fepjc%2Fs10052-014-3108-8
17371,Non-supersymmetric heterotic model building,"Blaszczyk, M., Nibbelink, S.G., Loukas, O., Ramos-Sanchez, S.  ",Journal of High Energy Physics,Estados Unidos de América,2014,oct-14,oct-14,http://link.springer.com/article/10.1007%2FJHEP10%282014%29119
17405,Solvable random-walk model with memory and its relations with Markovian models of anomalous diffusion,"Boyer, D., Romo-Cruz, J.C.R. ","Physical Review E: Statistical, Nonlinear, and Soft Matter Physics",Estados Unidos de América,2014,oct-14,oct-14,http://journals.aps.org/pre/abstract/10.1103/PhysRevE.90.042136
17366,Spectral order statistics of Gaussian random matrices: large deviations for trapped fermions and associated phase transitions,"Castillo, I.P.
","Physical Review E: Statistical, Nonlinear, and Soft Matter Physics",Estados Unidos de América,2014,oct-14,oct-14,http://journals.aps.org/pre/abstract/10.1103/PhysRevE.90.040102
17193,Scaling of distributions of sums of positions for chaotic dynamics at band-splitting points,"Diaz-Ruelas, A., Fuentes, M.A., Robledo, A.",Europhysics Letters,Estados Unidos de América,2014,oct-14,oct-14,http://iopscience.iop.org/0295-5075/108/2/20008/article?fromSearchPage=true
17125,Weak Polarized Electron Scattering,"Erler, J., Horowitz, C.J., Mantry, S., Souder, P.A.   ",Annual Review of Nuclear and Particle Science,Estados Unidos de América,2014,oct-14,oct-14,http://www.annualreviews.org/doi/abs/10.1146/annurev-nucl-102313-025520
17011,Li+ co-doping effect on the photoluminescence time decay behavior of Y2O3:Er3+ films,"Meza-Rocha, A.N., Huerta, E.F., Caldino, U., Zaleta-Alejandre, E., Murrieta, H., Hernandez, J.M., Camarillo, E., Rivera-Alvarez, Z., Righini, G.C., Falcony, C.",Journal of Luminescence,Estados Unidos de América,2014,oct-14,oct-14,http://www.sciencedirect.com/science/article/pii/S0022231314002543
17404,Levy Flights and Self-Similar Exploratory Behaviour of Termite Workers: Beyond Model Fitting,"Miramontes, O., DeSouza, O., Paiva, L.R., Marins, A., Orozco, S. ",PLOS ONE,Estados Unidos de América,2014,oct-14,oct-14,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0111183
17370,Interfacial waves between two magneto-electro-elastic half-spaces with magneto-electro-mechanical imperfect interface,"Otero, J.A., Rodríguez-Ramos, R., Monsivais, G., Stern, C., Martínez, R., Dario, R.
",Philosophycal Magazine Letters,Reino Unido,2014,oct-14,oct-14,http://www.tandfonline.com/doi/pdf/10.1080/09500839.2014.955545
17038,N-(Chalcogen)phosphorylated (chalcogen)ureas of zinc and cadmium(II): SSPs for group 12-16 thin films,"Rojas-Montoya,I.D., Santana-Silva,A., Garcia-Montalvo, V., Muñoz-Hernandez,M.A., Rivera,M.",New Journal of Chemistry,Reino Unido,2014,oct-14,oct-14,http://pubs.rsc.org/en/content/articlelanding/2014/nj/c4nj00482e#!divAbstract
17209,Measuring the heat capacity in a Bose-Einstein condensation using global variables,"Shiozaki, R.F., Telles, G.D., Castilho, P., Poveda-Cuevas, F.J., Muniz, S.R., Roati, G;.,Romero-Rochin, V., Bagnato, V.S. ","Physical Review A: Atomic, Molecular, and Optical Physics",Estados Unidos de América,2014,oct-14,oct-14,http://journals.aps.org/pra/abstract/10.1103/PhysRevA.90.043640
17060,Holes drilling in gold and silver decahedral nanoparticles by the convergent beam electron diffraction electron beam,"Tehuacanero-Cuapa, S., Reyes-Gasga, J., Bres, E.F., Palomino-Merino, R., Garcia-Garcia, R.",Radiation Effects and Defects in Solids,Estados Unidos de América,2014,oct-14,oct-14,http://www.tandfonline.com/doi/abs/10.1080/10420150.2014.958747#.VMfV3CwsD6o
17143,Azimuthal anisotropy of D -meson production in Pb-Pb collisions at sNN =2.76 TeV,ALICE Collaboration,Physical Review C,Estados Unidos de América,2014,sep-14,sep-14,http://journals.aps.org/prc/abstract/10.1103/PhysRevC.90.034904
17041,Performance of the ALICE experiment at the CERN LHC,ALICE Collaboration,International Journal of Modern Physics A,Estados Unidos de América,2014,sep-14,sep-14,http://www.sciencedirect.com/science/article/pii/S187538921201721X
17036,"Production of charged pions, kaons and protons at large transverse momenta in pp and Pb-Pb collisions at root s(NN)=2.76 TeV",ALICE Collaboration,Physics Letters B,Estados Unidos de América,2014,sep-14,sep-14,http://www.sciencedirect.com/science/article/pii/S0370269314004973
17156,Electron and Positron Fluxes in Primary Cosmic Rays Measured with the Alpha Magnetic Spectrometer on the International Space Station,AMS Collaboration,Physical Review Letters,Estados Unidos de América,2014,sep-14,sep-14,http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.113.121102
17277,High statistics measurement of the positron fraction in primary cosmic rays of 0.5-500 GeV with the alpha magnetic spectrometer on the international space station,AMS Collaboration,Physical Review Letters,Estados Unidos de América,2014,sep-14,sep-14,http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.113.121101
16855,The zero-point field and the emergence of the quantum,"De la Peña, L., Cetto, A.M., Valdés-Hernandes, A.",International Journal of Modern Physics E-Nuclear Physics,Estados Unidos de América,2014,sep-14,sep-14,http://www.worldscientific.com/doi/abs/10.1142/S0218301314500499?src=recsys&
17407,Combined analysis of the decays tau(-) -> KS pi(-) nu(tau) and tau(-) -> K- eta nu(tau),"Escribano, R., Gonzalez-Solis, S., Jamin, M., Roig, P.",Journal of High Energy Physics,Estados Unidos de América,2014,sep-14,sep-14,http://link.springer.com/article/10.1007/JHEP09%282014%29042
17069,Radiating subdispersive fractional optical solitons,"Fujioka, J., Espinosa, A., Rodriguez, R.F., Malomed, B.A.
          
",Chaos,Estados Unidos de América,2014,sep-14,sep-14,http://scitation.aip.org/content/aip/journal/chaos/24/3/10.1063/1.4892616
17026,Time evolution of decay for purely absorptive potentials: The effect of spectral singularities,"Garcia-Calderon, G., Chaos-Cador, L.",Physical Review A,Estados Unidos de América,2014,sep-14,sep-14,http://journals.aps.org/pra/abstract/10.1103/PhysRevA.90.032109
17037,Effect of dosimeter type for commissioning small photon beams on calculated dose distribution in stereotactic radiosurgery,"García-Garduño,O.A.,Rodriguez-Ponce, M., Gamboa-deBuen,I., Rodriguez-Villafuerte, M., de la Cruz, O.O.G.,Rivera-Montalvo,T. ",Medical Physics,Estados Unidos de América,2014,sep-14,sep-14,http://scitation.aip.org/content/aapm/journal/medphys/41/9/10.1118/1.4892176
16985,Optical Absorption and Visible Photoluminescence from Thin Films of Silicon Phthalocyanine Derivatives,"Gomez, A.R., Sanchez-Hernandez, C.M., Fleitman-Levin, I., Arenas-Alatorre, J., Alonso-Huitron, J.C., Vergara, M.E.S.",Materials Letters,Estados Unidos de América,2014,sep-14,sep-14,http://www.mdpi.com/1996-1944/7/9/6585
16770,Effects of Deception in Social Networks,"Iniguez, G., Govezensky, T., Dunbar, R., Kaski, K., Barrio, R.A.",Proceedings of the Royal Society B-Biological Sciences,Estados Unidos de América,2014,sep-14,sep-14,http://rspb.royalsocietypublishing.org/content/281/1790/20141195.abstract
17045,Novel photoluminescent material by laccase-mediated polymerization of 4-fluoroguaiacol throughout defluorination,"López, J., Alonso-Omlin, EM., Hernández-Alcántara, JM., Barzana, E., Gimeno, M.",Journal of Molecular Catalysis B-Enzymatic,Estados Unidos de América,2014,sep-14,sep-14,http://www.sciencedirect.com/science/article/pii/S1381117714002252
17043,"Ab Initio Electronic Circular Dichroism of Fullerenes, Single-Walled Carbon Nanotubes, and Ligand-Protected Metal Nanoparticles"," Noguez, C., Hidalgo, F.",Chirality,Estados Unidos de América,2014,sep-14,sep-14,http://onlinelibrary.wiley.com/doi/10.1002/chir.22348/abstract
16974,Modified Bi-parametric Method for optimization of BWR fuel reload patterns,"Perusquia, R., Montes-Tadeo, J.L., Ortiz-Servin, J.J., Oliver, A., Perry, R.T.",Progress in Nuclear Energy,Estados Unidos de América,2014,sep-14,sep-14,http://www.sciencedirect.com/science/article/pii/S0149197014001541
17035,Fractional dynamics on networks: Emergence of anomalous diffusion and Levy flights,"Riascos, A.P., Mateos, J.L.","Physical Review E: Statistical, Nonlinear, and Soft Matter Physics",Estados Unidos de América,2014,sep-14,sep-14,http://journals.aps.org/pre/abstract/10.1103/PhysRevE.90.032809
16936,Photoconductivity studies on nanoporous TiO2/dopamine films prepared by sol-gel method,"Valverde-Aguilar, G., Prado-Prone, G., Vergara-Aragon, P., Garcia-Macedo, J., Santiago, P., Rendon, L.",Applied Physics A: materials science & processing,México,2014,sep-14,sep-14,http://link.springer.com/article/10.1007/s00339-013-8187-0
16854,Excellence or quality? Impact of the current competition regime on science and scientific publishing in Latin America and its implications for development,"Vessuri, H., Guedon, J.C., Cetto, A.M.",Current Sociology,Estados Unidos de América,2014,sep-14,sep-14,http://csi.sagepub.com/content/62/5/647.abstract
17039,Incidence of q statistics in rank distributions,"Yalcin, G.C., Robledo, A., Gell-Mann, M.",Proceedings of the National Academy of Sciences of the United States of America,México,2014,sep-14,sep-14,http://www.pnas.org/content/111/39/14082.abstract
17012,Measurement of quarkonium production at forward rapidity in collisions at TeV,ALICE Collaboration,European Physical Journal C,Estados Unidos de América,2014,Aug 2014,Aug 2014,http://link.springer.com/article/10.1140/epjc/s10052-014-2974-4
17014,Technical Design Report for the Upgrade of the ALICE Inner Tracking System,ALICE Collaboration,Journal of Physics G-Nuclear and Particle Physics,Estados Unidos de América,2014,Aug 2014,Aug 2014,http://iopscience.iop.org/0954-3899/41/8/087001
17013,Upgrade of the ALICE Experiment Letter Of Intent,ALICE Collaboration,Journal of Physics G-Nuclear and Particle Physics,Estados Unidos de América,2014,Aug 2014,Aug 2014,http://iopscience.iop.org/0954-3899/41/8/087001
16698,Radiocarbon dating and compositional analysis of pre-Columbian human bones,"Andrade, E., Solis, C., Canto, C.E., de Lucio, O.G., Chavez, E., Rocha, M.F., Villanueva, O., Torreblanca, C.A.",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,2014,Aug 2014,Aug 2014,http://www.sciencedirect.com/science/article/pii/S0168583X14003401
17135,Probe size study of apatite irradiation in stem,"Bres, E.F., Reyes-Gasga, J., Rey, C., Michel, J. ",The European Physical Journal - Applied Physics,Francia,2014,Aug 2014,Aug 2014,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=9314081&fileId=S1286004214401046
16987,Intrinsic decoherence and purity in a Bose quantum fluid in a triple well potential,"Camacho-Guardian, A., Paredes, R.",Laser Physics,Estados Unidos de América,2014,Aug 2014,Aug 2014,http://iopscience.iop.org/1555-6611/24/8/085501/
16932,Reunion Probabilities of One-Dimensional Random Walkers with Mixed Boundary Conditions,"Castillo, I.P., Dupic, T.",Journal of Statistical Physics,Estados Unidos de América,2014,Aug 2014,Aug 2014,http://link.springer.com/article/10.1007/s10955-014-1017-8
16986,Influence of a Time-Dependent Applied Electric Field on the Photocurrent in Photorefractive Materials,"Cervantes, L.M., Zuniga, A., Magana, L.F., Murillo, J.G.",Brazilian Journal of Physics,Brasil,2014,Aug 2014,Aug 2014,http://link.springer.com/article/10.1007/s13538-014-0231-9
17025,Casimir force between liquid metals,"Esquivel-Sirvent, R., Escobar, J.V.",EPL,México,2014,Aug 2014,Aug 2014,http://iopscience.iop.org/0295-5075/107/4/40004/article
17050,PADC Detected external neutron field by Nuclear Tracks at RFX-mod,"Gonzalez, W., Espinosa, G., Zuin, M., Viesti, G., Pino, F., Golzarri, J.I., Martines, E., Bermudez, J., Moro, D., Palfalvi, J.K., Sajo-Bohus, L.","Journal of Nuclear Physics, Material Sciences, Radiation and Applications",India,2014,Aug 2014,Aug 2014,http://dspace.chitkara.edu.in/jspui/bitstream/1/453/1/21006_JNP_espinosa.pdf
15965,"Influence of phantom materials on the energy dependence of LiF: Mg, Ti thermoluminescent dosimeters exposed to 20-300 kV narrow x-ray spectra, Cs-137 and Co-60 photons","Massillon-JL, G., Cabrera-Santiago, A., Minniti, R., O'Brien, M., Soares, C.G.",Physics in Medicine and Biology,Estados Unidos de América,2014,Aug 2014,Aug 2014,http://iopscience.iop.org/0031-9155/59/15/4149/article
16988,Microenvironmentally controlled secondary structure motifs of apolipoprotein A-I derived peptides,"Mendoza-Espinosa, P., Montalvan-Sorrosa, D., Garcia-Gonzalez, V., Moreno, A., Castillo, R., Mas-Oliva, J.",Molecular and Cellular Biochemistry,Estados Unidos de América,2014,Aug 2014,Aug 2014,http://link.springer.com/article/10.1007/s11010-014-2050-2
16989,"A fossil stemmiulid millipede (Diplopoda: Stemmiulida) from the Miocene amber of Simojovel, Chiapas, Mexico","Riquelme, F., Alvarado-Ortega, J., Ramos-Arias, M., Hernandez, M., Le Dez, I., Lee-Whiting, T.A., Ruvalcaba-Sil, J.L.",Historical Biology,Estados Unidos de América,2014,Aug 2014,Aug 2014,http://www.tandfonline.com/doi/full/10.1080/08912963.2013.778843#.U_5xD6PSlGw
17022,Theory of diffusion of active particles that move at constant speed in two dimensions,"Sevilla, F.J., Nava, L.A.G.","Physical Review E: Statistical, Nonlinear, and Soft Matter Physics",Estados Unidos de América,2014,Aug 2014,Aug 2014,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.90.022130
16866,Prehispanic goldwork technology study by PIXE analysis,"Zucchiatti, A., Font, A.C., Neira, P.C., Perea, A., Esquivel, P.F., Llorens, S.R., Ruvalcaba Sil, J.L., Verde, A.",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,2014,Aug 2014,Aug 2014,http://www.sciencedirect.com/science/article/pii/S0168583X14003097
16991,"Ion beam analysis, corrosion resistance and nanomechanical properties of TiAlCN/CNx multilayer grown by reactive magnetron sputtering","Alemon, B., Flores, M., Canto, C., Andrade, E., de Lucio, O.G., Rocha, M.F., Broitman, E.",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,2014,jul-14,jul-14,http://www.sciencedirect.com/science/article/pii/S0168583X14001323
17267,"High liposomal doxorubicin tumour tissue distribution, as determined by radiopharmaceutical labelling with Tc-99m-LD, is associated with the response and survival of patients with unresectable pleural mesothelioma treated with a combination of liposomal doxorubicin and cisplatin","Arrieta, O., Medina, L.A., Estrada-Lobato, E., Ramirez-Tirado, L.A., Mendoza-Garcia, V.O., de la Garza-Salazar, J.",Cancer Chemotherapy and Pharmacology,Alemania,2014,jul-14,jul-14,http://link.springer.com/article/10.1007/s00280-014-2477-x
17312,Microscopia electrónica de transmisión alta resolución y difracción de rayos X de polvo en el estudio de la estructura desordenada del ácido bencílico,"Ávila Godoy, R., Acosta, D.R., Magaña Zavala,C., Mora, A.J., Delgado, G.E.",Acta Microscopica,Venezuela,2014,jul-14,jul-14,http://www.actamicroscopica.org/index.php/revista/set/revista_id/2303
17018,"Indium Doped Zinc Oxide Thin Films Deposited by Ultrasonic Chemical Spray Technique, Starting from Zinc Acetylacetonate and Indium Chloride","Biswal, R., Maldonado, A., Vega-Perez, J., Acosta, D.R., Olvera, M.D.",Materials,Alemania,2014,jul-14,jul-14,http://www.mdpi.com/1996-1944/7/7/5038
15891,Temperature and amino acid-assisted size- and morphology-controlled photochemical synthesis of silver decahedral nanoparticles,"Cardoso-Avila, P.E., Pichardo-Molina, J.L., Kumar, K.U., Arenas-Alatorre, J.A.",Journal of   Experimental Nanoscience,Reino Unido,2014,jul-14,jul-14,http://www.tandfonline.com/doi/full/10.1080/17458080.2012.683535#.VAZITaPSlGw
17017,Assessment of copper bioaccumulation in Euglena gracilis by X-Ray fluorescence technique,"Cervantes-Garcia, D., Rubalcaba-Sil, J.L., Gonzalez-Mendoza, D., Aviles-Marin, M.",Latin American Journal of Aquatic Research,Chile,2014,jul-14,jul-14,http://www.lajar.cl/resumen_en.php?cod=20140714152136&id=64
16784,Photoluminescent logic gate controlled by the optical Kerr effect exhibited by porous silicon,"De la Mora, M.B., Torres-Torres, C., Nava, R., Trejo-Valdez, M., Reyes-Esqueda, J.A.",Optics and Laser Technology,Holanda,2014,jul-14,jul-14,http://www.sciencedirect.com/science/article/pii/S0030399213004623
16699,"Ion Beam Analysis, structure and corrosion studies of nc-TiN/a-Si3N4 nanocomposite coatings deposited by sputtering on AISI 316L","Garcia, J., Canto, C.E., Flores, M., Andrade, E., Rodriguez, E., Jimenez, O., Solis, C., de Lucio, O.G.,Rocha, M.F.",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,2014,jul-14,jul-14,http://www.sciencedirect.com/science/article/pii/S0168583X14001359
17015,The LHC Higgs boson discovery: Implications for Finite Unified Theories,"Heinemeyer, S., Mondragon, M., Zoupanos, G.",International Journal of Modern Physics A,Estados Unidos de América,2014,jul-14,jul-14,http://www.worldscientific.com/doi/abs/10.1142/S0217751X14300324?queryID=%24{resultBean.queryID}
16990,On-demand generation of propagation-invariant photons with orbital angular momentum,"Jeronimo-Moreno, Y., Jauregui, R.",Physical Review A,Estados Unidos de América,2014,jul-14,jul-14,http://journals.aps.org/pra/abstract/10.1103/PhysRevA.90.013833
17395,Physicochemical characterization of functionalized-nanostructured-titania as a carrier of copper complexes for cancer treatment,"Lopez, T., Ortiz, E., Guevara, P., Gomez, E., Novaro, O.  ",Materials Chemistry and Physics,Suiza,2014,jul-14,jul-14,http://www.sciencedirect.com/science/article/pii/S0254058414001308#
16864,"Insights into molecular chemistry of Chiapas amber using infrared-light microscopy, PIXE/RBS, and sulfur K-edge XANES spectroscopy","Riquelme, F., Northrup, P., Ruvalcaba-Sil, J.L., Stojanoff, V., Siddons, D.P., Alvarado-Ortega, J.",Applied Physics A-Materials Science & Processing,Estados Unidos de América,2014,jul-14,jul-14,http://link.springer.com/article/10.1007/s00339-013-8185-2
17016,Absorption effects in diffusing wave spectroscopy,"Sarmiento-Gomez, E., Morales-Cruzado, B., Castillo, R.",Applied Optics,Estados Unidos de América,2014,jul-14,jul-14,http://www.opticsinfobase.org/ao/abstract.cfm?uri=ao-53-21-4675
16875,A new AMS facility in Mexico,"Solis, C., Chavez-Lomeli, E., Ortiz, M.E., Huerta, A., Andrade, E., Barrios, E.","Nuclear Instruments & Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",Holanda,2014,jul-14,jul-14,http://www.sciencedirect.com/science/article/pii/S0168583X14002705
16992,"Centrality, rapidity and transverse momentum dependence of J/Psi suppression in Pb-Pb collisions at root(NN)-N-S=2.76TeV",ALICE Collaboration,Physics Letters B,Estados Unidos de América,2014,jun-14,jun-14,http://www.sciencedirect.com/science/article/pii/S0370269314003748
16648,"Worm-like micelles in water solutions of 1, 4 poly (1, 3-butadiene)-polyethylene oxide diblock copolymer","Arenas-Gomez, B.,Vincekovic, M., Garza, C., Castillo, R.",European Physical Journal E,Estados Unidos de América,2014,jun-14,jun-14,http://link.springer.com/article/10.1140/epje/i2014-14051-0
17220,"Rotation, oscillation and hydrodynamic synchronization of optically trapped oblate spheroidal microparticles","Arzola, A.V., Jakl, P., Chvatal, L., Zemanek, P. ",Optics Express,Estados Unidos de América,2014,jun-14,jun-14,http://www.opticsinfobase.org/oe/abstract.cfm?uri=oe-22-13-16207
16993,Random Walks with Preferential Relocations to Places Visited in the Past and their Application to Biology,"Boyer, D., Solis-Salas, C.",Physical Review Letters,Estados Unidos de América,2014,jun-14,jun-14,http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.112.240601
